neighbourhood,comment,timestamp
Farrer Road,"I’ve had some great memories here, but lately it feels like the area is losing its charm.",1679047626000
Kranji,"Excellent shopping malls and entertainment hubs, though parking is a huge pain.",1719777608000
Bugis,Overcrowded buses and trains during rush hour ruin an otherwise pleasant place to live.,1583967362000
Raffles Place,"The vibe here is really artistic and creative, with lots of quirky little shops and cafés.",1621568822000
HarbourFront,"Hard to find parking, and drivers can be aggressive, but local shops are worth the hassle.",1736433496000
Hougang,"The area is historic and full of charm, but tourists crowd it on weekends.",1740818358000
Promenade,"Rents are overpriced for what you get, but some people might be okay paying for convenience.",1606703661000
Woodlands,"Fresh produce, peaceful evenings, and helpful neighbors — couldn’t ask for more.",1647335906000
Aljunied,There are way too many cars and the noise never stops. I wouldn't recommend it for families.,1622695955000
Bras Basah,"Small, quiet streets with minimal traffic. It's a great escape from the city's chaos.",1593946350000
Tuas Link,"A bit rundown in places, but it has heart. You can tell people really care about it.",1615335592000
Commonwealth,I love how peaceful and green this area is. It's a hidden gem with lovely walking trails.,1709595739000
Boon Lay,"The food options are amazing, and there's a strong sense of community here. Definitely a plus.",1738004109000
Tanah Merah,"I moved here for work, and honestly, the commute is brutal. Not ideal if you value your time.",1742565927000
Mountbatten,"A lot of new construction going on, which means dust and noise, but also potential growth.",1636146526000
Jurong East,"It's clean, quiet, and has good schools nearby. A fantastic place to raise kids.",1612402938000
Tuas West Road,"The air quality is better than most parts of the city, which is a huge win for me.",1600465200000
Dakota,"Everywhere is walkable and beautifully maintained, but nightlife is practically nonexistent.",1605396278000
Bugis,"Lots of construction dust and uneven roads, but it’s expected with all the new developments.",1611962669000
Promenade,"It’s a student-heavy area, which keeps things lively, but also makes it noisy at night.",1629571247000
Woodlands,"Parks and open spaces are everywhere, but the roads are a nightmare during peak hours.",1701689636000
Kallang,I adore the local bakeries and morning atmosphere. It's a refreshing start to each day.,1653397174000
Bishan,"Friendly neighbors, chill environment, but it's too far from the city for my liking.",1716325623000
Outram Park,"While it's generally safe, there have been some sketchy incidents late at night that concern me.",1597234393000
Bugis,"The crime rate is low, but the lack of entertainment options makes weekends feel boring.",1735879892000
Kranji,"There's a great farmer's market every weekend, and it's very pet friendly too!",1706675558000
Farrer Park,A mix of modern and traditional culture makes living here quite interesting.,1740006335000
Esplanade,"Great for outdoor lovers — cycling trails, nature reserves, and scenic lookouts everywhere.",1719392865000
Nicoll Highway,"Public transport is top-notch, but the cost of living has really shot up recently.",1730131033000
Aljunied,"It’s affordable and spacious, but I wish there were more community events.",1657940087000
Punggol Coast,"I’ve had some great memories here, but lately it feels like the area is losing its charm.",1602904953000
Gul Circle,"Excellent shopping malls and entertainment hubs, though parking is a huge pain.",1668647802000
Tai Seng,Overcrowded buses and trains during rush hour ruin an otherwise pleasant place to live.,1734988688000
Woodlands,"The vibe here is really artistic and creative, with lots of quirky little shops and cafés.",1625331666000
Marina Bay,"Hard to find parking, and drivers can be aggressive, but local shops are worth the hassle.",1598557493000
Pioneer,"The area is historic and full of charm, but tourists crowd it on weekends.",1733603451000
Tanah Merah,"Rents are overpriced for what you get, but some people might be okay paying for convenience.",1656375508000
Simei,"Fresh produce, peaceful evenings, and helpful neighbors — couldn’t ask for more.",1736612292000
Potong Pasir,There are way too many cars and the noise never stops. I wouldn't recommend it for families.,1672790841000
Expo,"Small, quiet streets with minimal traffic. It's a great escape from the city's chaos.",1611249217000
Botanic Gardens,"A bit rundown in places, but it has heart. You can tell people really care about it.",1729986224000
Kovan,I love how peaceful and green this area is. It's a hidden gem with lovely walking trails.,1592534686000
City Hall,"The food options are amazing, and there's a strong sense of community here. Definitely a plus.",1686676853000
Paya Lebar,"I moved here for work, and honestly, the commute is brutal. Not ideal if you value your time.",1702869899000
Sengkang,"A lot of new construction going on, which means dust and noise, but also potential growth.",1580286253000
Raffles Place,"It's clean, quiet, and has good schools nearby. A fantastic place to raise kids.",1628548279000
Farrer Road,"The air quality is better than most parts of the city, which is a huge win for me.",1653643313000
Kovan,"Everywhere is walkable and beautifully maintained, but nightlife is practically nonexistent.",1661968903000
Dover,"Lots of construction dust and uneven roads, but it’s expected with all the new developments.",1605657637000
Yishun,"It’s a student-heavy area, which keeps things lively, but also makes it noisy at night.",1624276859000
Tuas Link,"Parks and open spaces are everywhere, but the roads are a nightmare during peak hours.",1581251939000
Kranji,I adore the local bakeries and morning atmosphere. It's a refreshing start to each day.,1649859672000
Punggol Coast,"Friendly neighbors, chill environment, but it's too far from the city for my liking.",1628428803000
Joo Koon,"While it's generally safe, there have been some sketchy incidents late at night that concern me.",1690327469000
Clementi,"The crime rate is low, but the lack of entertainment options makes weekends feel boring.",1713319192000
Newton,"There's a great farmer's market every weekend, and it's very pet friendly too!",1653560821000
Tuas Link,A mix of modern and traditional culture makes living here quite interesting.,1697670191000
Chinatown,"Great for outdoor lovers — cycling trails, nature reserves, and scenic lookouts everywhere.",1684678439000
Clarke Quay,"Public transport is top-notch, but the cost of living has really shot up recently.",1710371322000
Serangoon,"It’s affordable and spacious, but I wish there were more community events.",1695654578000
Kallang,"I’ve had some great memories here, but lately it feels like the area is losing its charm.",1676023354000
Novena,"Excellent shopping malls and entertainment hubs, though parking is a huge pain.",1686856326000
Bukit Gombak,Overcrowded buses and trains during rush hour ruin an otherwise pleasant place to live.,1639945531000
Punggol Coast,"The vibe here is really artistic and creative, with lots of quirky little shops and cafés.",1625470815000
Choa Chu Kang,"Hard to find parking, and drivers can be aggressive, but local shops are worth the hassle.",1644437307000
Dhoby Ghaut,"The area is historic and full of charm, but tourists crowd it on weekends.",1627121091000
Esplanade,"Rents are overpriced for what you get, but some people might be okay paying for convenience.",1723481296000
Buona Vista,"Fresh produce, peaceful evenings, and helpful neighbors — couldn’t ask for more.",1589108875000
Bukit Batok,There are way too many cars and the noise never stops. I wouldn't recommend it for families.,1599959774000
Canberra,"Small, quiet streets with minimal traffic. It's a great escape from the city's chaos.",1608294850000
Punggol Coast,"A bit rundown in places, but it has heart. You can tell people really care about it.",1638401532000
Tanjong Pagar,I love how peaceful and green this area is. It's a hidden gem with lovely walking trails.,1699380121000
Toa Payoh,"The food options are amazing, and there's a strong sense of community here. Definitely a plus.",1727398911000
Boon Keng,"I moved here for work, and honestly, the commute is brutal. Not ideal if you value your time.",1707144014000
Bishan,"A lot of new construction going on, which means dust and noise, but also potential growth.",1685798283000
Kembangan,"It's clean, quiet, and has good schools nearby. A fantastic place to raise kids.",1649400336000
Queenstown,"The air quality is better than most parts of the city, which is a huge win for me.",1723736590000
Tuas Crescent,"Everywhere is walkable and beautifully maintained, but nightlife is practically nonexistent.",1742120774000
Admiralty,"Lots of construction dust and uneven roads, but it’s expected with all the new developments.",1642801645000
Farrer Road,"It’s a student-heavy area, which keeps things lively, but also makes it noisy at night.",1721107203000
Novena,"Parks and open spaces are everywhere, but the roads are a nightmare during peak hours.",1712073347000
Gul Circle,I adore the local bakeries and morning atmosphere. It's a refreshing start to each day.,1699366895000
Farrer Park,"Friendly neighbors, chill environment, but it's too far from the city for my liking.",1630658679000
HarbourFront,"While it's generally safe, there have been some sketchy incidents late at night that concern me.",1592808686000
Woodlands,"The crime rate is low, but the lack of entertainment options makes weekends feel boring.",1703871809000
Redhill,"There's a great farmer's market every weekend, and it's very pet friendly too!",1697480790000
Bartley,A mix of modern and traditional culture makes living here quite interesting.,1581173289000
Lorong Chuan,"Great for outdoor lovers — cycling trails, nature reserves, and scenic lookouts everywhere.",1591681432000
Braddell,"Public transport is top-notch, but the cost of living has really shot up recently.",1660965805000
Tanjong Pagar,"It’s affordable and spacious, but I wish there were more community events.",1618953789000
Farrer Park,"I’ve had some great memories here, but lately it feels like the area is losing its charm.",1646982313000
MacPherson,"Excellent shopping malls and entertainment hubs, though parking is a huge pain.",1715562423000
Marina South Pier,Overcrowded buses and trains during rush hour ruin an otherwise pleasant place to live.,1640360316000
Somerset,"The vibe here is really artistic and creative, with lots of quirky little shops and cafés.",1728313209000
Woodleigh,"Hard to find parking, and drivers can be aggressive, but local shops are worth the hassle.",1631529019000
Tuas Crescent,"The area is historic and full of charm, but tourists crowd it on weekends.",1594656155000
Woodleigh,"Rents are overpriced for what you get, but some people might be okay paying for convenience.",1657213980000
Tai Seng,"Fresh produce, peaceful evenings, and helpful neighbors — couldn’t ask for more.",1707949544000
Esplanade,There are way too many cars and the noise never stops. I wouldn't recommend it for families.,1656203511000
Promenade,"Small, quiet streets with minimal traffic. It's a great escape from the city's chaos.",1619871685000
Dhoby Ghaut,"A bit rundown in places, but it has heart. You can tell people really care about it.",1623316021000
Kovan,I love how peaceful and green this area is. It's a hidden gem with lovely walking trails.,1690821544000
Novena,"The food options are amazing, and there's a strong sense of community here. Definitely a plus.",1679921855000
Bras Basah,"I moved here for work, and honestly, the commute is brutal. Not ideal if you value your time.",1650776612000
Marymount,"A lot of new construction going on, which means dust and noise, but also potential growth.",1635522653000
Kembangan,"It's clean, quiet, and has good schools nearby. A fantastic place to raise kids.",1607475825000
Bukit Gombak,"The air quality is better than most parts of the city, which is a huge win for me.",1737408312000
Bukit Gombak,"Everywhere is walkable and beautifully maintained, but nightlife is practically nonexistent.",1580160930000
Kranji,"Lots of construction dust and uneven roads, but it’s expected with all the new developments.",1630885729000
Canberra,"It’s a student-heavy area, which keeps things lively, but also makes it noisy at night.",1690402557000
Kovan,"Parks and open spaces are everywhere, but the roads are a nightmare during peak hours.",1721253390000
Kallang,I adore the local bakeries and morning atmosphere. It's a refreshing start to each day.,1648531484000
Clarke Quay,"Friendly neighbors, chill environment, but it's too far from the city for my liking.",1710134064000
Lorong Chuan,"While it's generally safe, there have been some sketchy incidents late at night that concern me.",1719271056000
Lakeside,"The crime rate is low, but the lack of entertainment options makes weekends feel boring.",1625019161000
Yew Tee,"There's a great farmer's market every weekend, and it's very pet friendly too!",1715181289000
Lavender,A mix of modern and traditional culture makes living here quite interesting.,1657434028000
Serangoon,"Great for outdoor lovers — cycling trails, nature reserves, and scenic lookouts everywhere.",1666283355000
Little India,"Public transport is top-notch, but the cost of living has really shot up recently.",1580118734000
Bukit Gombak,"It’s affordable and spacious, but I wish there were more community events.",1712281344000
Tai Seng,"I’ve had some great memories here, but lately it feels like the area is losing its charm.",1582888533000
Bishan,"Excellent shopping malls and entertainment hubs, though parking is a huge pain.",1657928521000
Kent Ridge,Overcrowded buses and trains during rush hour ruin an otherwise pleasant place to live.,1734294195000
Raffles Place,"The vibe here is really artistic and creative, with lots of quirky little shops and cafés.",1673715913000
Marsiling,"Hard to find parking, and drivers can be aggressive, but local shops are worth the hassle.",1715107811000
Holland Village,"The area is historic and full of charm, but tourists crowd it on weekends.",1584389654000
Chinese Garden,"Rents are overpriced for what you get, but some people might be okay paying for convenience.",1585349491000
Sembawang,"Fresh produce, peaceful evenings, and helpful neighbors — couldn’t ask for more.",1578551211000
Serangoon,There are way too many cars and the noise never stops. I wouldn't recommend it for families.,1593096391000
Jurong East,"Small, quiet streets with minimal traffic. It's a great escape from the city's chaos.",1720082459000
Promenade,"A bit rundown in places, but it has heart. You can tell people really care about it.",1662438440000
Yew Tee,I love how peaceful and green this area is. It's a hidden gem with lovely walking trails.,1662361876000
one-north,"The food options are amazing, and there's a strong sense of community here. Definitely a plus.",1737921926000
Canberra,"I moved here for work, and honestly, the commute is brutal. Not ideal if you value your time.",1590643435000
Farrer Park,"A lot of new construction going on, which means dust and noise, but also potential growth.",1630538160000
Bukit Batok,"It's clean, quiet, and has good schools nearby. A fantastic place to raise kids.",1712216093000
Lavender,"The air quality is better than most parts of the city, which is a huge win for me.",1721686331000
Yio Chu Kang,"Everywhere is walkable and beautifully maintained, but nightlife is practically nonexistent.",1659265884000
Yishun,"Lots of construction dust and uneven roads, but it’s expected with all the new developments.",1629356914000
Tuas West Road,"It’s a student-heavy area, which keeps things lively, but also makes it noisy at night.",1643173221000
Ang Mo Kio,"Parks and open spaces are everywhere, but the roads are a nightmare during peak hours.",1641871569000
Tanjong Pagar,I adore the local bakeries and morning atmosphere. It's a refreshing start to each day.,1598704890000
Bukit Gombak,"Friendly neighbors, chill environment, but it's too far from the city for my liking.",1741777440000
Braddell,"While it's generally safe, there have been some sketchy incidents late at night that concern me.",1602799734000
Promenade,"The crime rate is low, but the lack of entertainment options makes weekends feel boring.",1740074931000
Redhill,"There's a great farmer's market every weekend, and it's very pet friendly too!",1641976052000
Bartley,A mix of modern and traditional culture makes living here quite interesting.,1653674989000
Potong Pasir,"Great for outdoor lovers — cycling trails, nature reserves, and scenic lookouts everywhere.",1708074803000
Bukit Batok,"Public transport is top-notch, but the cost of living has really shot up recently.",1711789235000
Toa Payoh,"It’s affordable and spacious, but I wish there were more community events.",1582257356000
Clementi,"I’ve had some great memories here, but lately it feels like the area is losing its charm.",1720271814000
Somerset,"Excellent shopping malls and entertainment hubs, though parking is a huge pain.",1715832018000
Outram Park,Overcrowded buses and trains during rush hour ruin an otherwise pleasant place to live.,1660871195000
Esplanade,"The vibe here is really artistic and creative, with lots of quirky little shops and cafés.",1682513127000
MacPherson,"Hard to find parking, and drivers can be aggressive, but local shops are worth the hassle.",1608801312000
Nicoll Highway,"The area is historic and full of charm, but tourists crowd it on weekends.",1646560642000
Somerset,"Rents are overpriced for what you get, but some people might be okay paying for convenience.",1735176558000
Esplanade,"Fresh produce, peaceful evenings, and helpful neighbors — couldn’t ask for more.",1579039173000
Commonwealth,There are way too many cars and the noise never stops. I wouldn't recommend it for families.,1687599471000
Bishan,"Small, quiet streets with minimal traffic. It's a great escape from the city's chaos.",1717537351000
Mountbatten,"A bit rundown in places, but it has heart. You can tell people really care about it.",1626260716000
Bugis,I love how peaceful and green this area is. It's a hidden gem with lovely walking trails.,1671921407000
Holland Village,"The food options are amazing, and there's a strong sense of community here. Definitely a plus.",1731855883000
Lorong Chuan,"I moved here for work, and honestly, the commute is brutal. Not ideal if you value your time.",1676630125000
Expo,"A lot of new construction going on, which means dust and noise, but also potential growth.",1722359847000
Novena,"It's clean, quiet, and has good schools nearby. A fantastic place to raise kids.",1580395664000
Outram Park,"The air quality is better than most parts of the city, which is a huge win for me.",1732384829000
Dakota,"Everywhere is walkable and beautifully maintained, but nightlife is practically nonexistent.",1646759262000
Marina South Pier,"Lots of construction dust and uneven roads, but it’s expected with all the new developments.",1711093273000
Buona Vista,"It’s a student-heavy area, which keeps things lively, but also makes it noisy at night.",1724435039000
Tuas Crescent,"Parks and open spaces are everywhere, but the roads are a nightmare during peak hours.",1596773287000
